Registration Number,Operator,Airframe Report Date,Airframe Hours,Airframe Landings,ATA and Code,Tracked By Equipment,Equipment Hours,Equipment Cycles,Equipment Landings,Equipment RIN,Item Type,Requirement Type,Disposition,Group,Description,Reference,Part Number,Serial Number,Work Order,Scheduled,Estimated Work Hours,Notes,Compliance Date,Compliance Hours,Compliance Landings,Compliance Cycles,Compliance RIN,Interval Days,Interval Months,Interval Hours,Interval Landings,Interval Cycles,Interval RIN,Tolerance Months,Tolerance Days,Tolerance Hours,Tolerance Landings,Tolerance Cycles,Tolerance RIN,Next Due Date,Max Next Due Date,Next Due Hours,Max Next Due Hours,Next Due Landings,Max Next Due Landings,Next Due Cycles,Max Next Due Cycles,Next Due RIN,Max Next Due RIN,Remaining Days,Max Remaining Days,Remaining Months,Max Remaining Months,Remaining Hours,Max Remaining Hours ,Remaining Landings,Max Remaining Landings,Remaining Cycles,Max Remaining Cycles,Remaining RIN,Max Remaining RIN,Is Optional,Next Due Status,Aircraft Grounded,Estimated Due Date,Months Since New,Months Since Overhaul,Months Since Repair,Hours Since New,Hours Since Overhaul,Hours Since Repair,Landings Since New,Landings Since Overhaul,Landings Since Repair,Tags,SalesForce Case Number
N281HC,IHC Health Services,2/24/2026,6490,21715,62 03[219],Airframe,6490,,21715,,INSPECTION,,,,SWASHPLATE (3 PLACES) - GREASE - SERVICING [62-03],,,,,,,"C/W SWASHPLATE (3 PLACES) GREASE - SERVICING ref AW109SP AMP CH [62-03] -219 service with Aeroshell 22.
[10 HOUR WINDOW] [10 DAY WINDOW]",2/11/2026,6472.8,21657,,,90,0,50,0,0,0,,10,10,,,,5/12/2026,,6522.8,,,,,,,,17,,2,,32.8,,,,,,,,No,10+ Days,,3/19/2026,,,,,,,,,,,
N631HC,IHC Health Services,2/23/2026,1847.1,6508,34 0018,Airframe,1847.1,,6508,,INSPECTION,,EXPIRATION,,NAV DATA BASE UPDATE,,,,,,,Updated Nav-Data and Obstacle Database. All Work Completed IAW Manufacture Instructions.,2/23/2026,1847.1,6508,,,0,0,,0,0,0,,,,,,,3/19/2026,,,,,,,,,,22,,0,,,,,,,,,,No,10+ Days,,3/19/2026,,,,,,,,,,,
N531HC,IHC Health Services,2/24/2026,3316.2,11042,34 0018,Airframe,3316.2,,11042,92,INSPECTION,,EXPIRATION,,NAV DATA BASE UPDATE,,,,,,,Updated NavData & Obstacle Data Base for Pilot & Copilot PFD & MFD All work was completed IAW IETP AW109SP AMP CH. 31,2/17/2026,3299.6,10982,,92,30,0,,0,0,0,,,,,,,3/19/2026,,,,,,,,,,22,,0,,,,,,,,,,No,10+ Days,,3/19/2026,,,,,,,,,,,
N431HC,IHC Health Services,2/24/2026,1995.7,7011,34 0018,Airframe,1995.7,,7011,0,INSPECTION,,EXPIRATION,,NAV DATA BASE UPDATE,,,,,,,Updated NavData & Obstacle Data Base for Pilot & Copilot PFD & MFD,2/16/2026,1985.3,6984,,,0,0,,0,0,0,,,,,,,3/19/2026,,,,,,,,,,22,,0,,,,,,,,,,No,10+ Days,,3/19/2026,,,,,,,,,,,
N291HC,IHC Health Services,2/25/2026,5886.7,20615,34 0018,Airframe,5886.7,,20615,,INSPECTION,,EXPIRATION,,NAV DATA BASE UPDATE,,,,,,,Updated NavData & Obstacle Data Base for Pilot & Copilot PFD & MFD All work was completed IAW IETP AW109SP AMP CH. 31,2/16/2026,5875.9,20577,,,0,0,,0,0,0,,,,,,,3/19/2026,,,,,,,,,,22,,0,,,,,,,,,,No,10+ Days,,3/19/2026,,,,,,,,,,,
N281HC,IHC Health Services,2/24/2026,6490,21715,34 0018,Airframe,6490,,21715,,INSPECTION,,EXPIRATION,,NAV DATA BASE UPDATE,,,,,,,Updated Nav-Data and Obstacle Database.  All Work Completed IAW Manufacture Instructions.,2/17/2026,6478.3,21677,,,0,0,,0,0,0,,,,,,,3/19/2026,,,,,,,,,,22,,0,,,,,,,,,,No,10+ Days,,3/19/2026,,,,,,,,,,,
N271HC,IHC Health Services,2/24/2026,6967.4,25945,34 0018,Airframe,6967.4,,25945,,INSPECTION,,EXPIRATION,,NAV DATA BASE UPDATE,,,,,,,Updated NavData & Obstacle Data Base for Pilot & Copilot PFD & MFD,2/16/2026,6956.5,25924,,,0,0,,0,0,0,,,,,,,3/19/2026,,,,,,,,,,22,,0,,,,,,,,,,No,10+ Days,,3/19/2026,,,,,,,,,,,
N261HC,IHC Health Services,2/24/2026,6066,19320,34 0018,Airframe,6066,,19320,,INSPECTION,,EXPIRATION,,NAV DATA BASE UPDATE,,,,,,,Updated Nav-Data and Obstacle Database. Effective __/__/2026. Next Due by __/__/2026. All Work Completed IAW Manufacture Instructions.,2/13/2026,6056,19286,,,0,0,,0,0,0,,,,,,,3/19/2026,,,,,,,,,,22,,0,,,,,,,,,,No,10+ Days,,3/19/2026,,,,,,,,,,,
N251HC,IHC Health Services,2/24/2026,6040.5,16734,34 0018,Airframe,6040.5,,16734,0,INSPECTION,,EXPIRATION,,NAV DATA BASE UPDATE,,,,000073,,,Updated Nav-Data and Obstacle Database. Effective ___/___/2026. Next Due by __/___/2026. All Work Completed IAW Manufacture Instructions.,2/13/2026,6030.6,16714,,,0,0,,0,0,0,0,0,,0,0,0,3/19/2026,,,,,,,,,,22,,0,,,,,,,,,,No,10+ Days,,3/19/2026,,,,,,,,,,,
N281HC,IHC Health Services,2/24/2026,6490,21715,64 01[273],Airframe,6490,,21715,,INSPECTION,,,,TAIL ROTOR - DO A CHECK FOR CORRECT DYNAMIC BALANCE - SPECIAL INSPECTION [64-01],,,,,,,[10 HOUR WINDOW],1/13/2026,6424.2,21492,,,0,0,100,0,0,0,,,10,,,,,,6524.2,,,,,,,,,,,,34.2,,,,,,,,No,10+ Days,,3/20/2026,,,,,,,,,,,
N431HC,IHC Health Services,2/24/2026,1995.7,7011,AD 2023-25-08 AMD 39-22635,Airframe,1995.7,,7011,0,AD,,MANDATORY,,"INSPECTION OF MAIN ROTOR SCISSOR ASSEMBLY FOR PLAY IAW PARAGRAPH (g), (h) OF THIS AD,  EASA AD 2022-0037 AND LEONARDO SB 109SP-149. (EFFECTIVE 02 FEBRUARY 2024).",,,,,,,"SB 109SP-149 PART V RECURRING INSPECTION DUE EACH 55 FLIGHT HOURS PER THIS AD
Complied with INSPECTION OF MAIN ROTOR SCISSOR ASSEMBLY FOR PLAY IAW PARAGRAPH (g), (h) OF THIS AD,  EASA AD 2022-0037 AND LEONARDO SB 109SP-149. (EFFECTIVE 02 FEBRUARY 2024). Next Due ACTT:",2/11/2026,1981.9,6973,,,,,55,,,,,,,,,,,,2036.9,,,,,,,,,,,,41.2,,,,,,,,No,10+ Days,,3/20/2026,,,,,,,,,,,
N281HC,IHC Health Services,2/24/2026,6490,21715,AD 2023-25-08 AMD 39-22635,Airframe,6490,,21715,,AD,,MANDATORY,,"INSPECTION OF MAIN ROTOR SCISSOR ASSEMBLY FOR PLAY IAW PARAGRAPH (g), (h) OF THIS AD,  EASA AD 2022-0037 AND LEONARDO SB 109SP-149. (EFFECTIVE 02 FEBRUARY 2024).",,,,,,,"SB 109SP-149 PART V RECURRING INSPECTION DUE EACH 55 FLIGHT HOURS PER THIS AD
Complied with INSPECTION OF MAIN ROTOR SCISSOR ASSEMBLY FOR PLAY IAW PARAGRAPH (g), (h) OF THIS AD,  EASA AD 2022-0037 AND LEONARDO SB 109SP-149",2/10/2026,6471.3,21650,,,,,55,,,,,,,,,,,,6526.3,,,,,,,,,,,,36.3,,,,,,,,No,10+ Days,,3/21/2026,,,,,,,,,,,
N291HC,IHC Health Services,2/25/2026,5886.7,20615,34 GOM,Airframe,5886.7,,20615,,INSPECTION,,FAR 91.171,,VOR  30 DAY CHECK,,,,,,,"VOR Check-OGD, 115.7, 6.9NM, 277 heading, 097R, 0 BEARING ERROR BETWEEN VOR1 AND VOR2",2/20/2026,5878.3,20585,,,30,0,,0,0,0,0,0,,0,0,0,3/22/2026,,,,,,,,,,25,,0,,,,,,,,,,No,10+ Days,,3/22/2026,,,,,,,,,,PILOT GOM,
N531HC,IHC Health Services,2/24/2026,3316.2,11042,53 MI53-01,Airframe,3316.2,,11042,92,INSPECTION,,,,FUSELAGE - INSPECT FOR DELAMINATION AND DISBOND ON CRITICAL AREA - MANDATORY INSPECTION [53-01],,,,,,,,2/11/2025,2904.6,9427,,92,0,0,450,0,0,0,,,,,,,,,3354.6,,,,,,,,,,,,38.4,,,,,,,,No,10+ Days,,3/22/2026,,,,,,,,,,,
N431HC,IHC Health Services,2/24/2026,1995.7,7011,72 0100,Engine 1,1995.7,0,,,INSPECTION,,,,NO. 1 ENGINE - LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,"REFERENCE- LCF  CONSISTENCY CK LOCATED IN UCR-LIFE FLIGHT MECHANICS FOLDER
TSN 1994.6 CT COUNT 6790 PT COUNT 5756 IM COUNT 3176",2/23/2026,1994.6,,,,0,0,40,0,0,0,,,10,,,,,,2034.6,,,,,,,,,,,,38.9,,,,,,,,No,10+ Days,,3/23/2026,,,,,,,,,,,
N431HC,IHC Health Services,2/24/2026,1995.7,7011,72 0100,Engine 2,1995.7,0,,,INSPECTION,,,,NO. 2 ENGINE - LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,"REFERENCE- LCF  CONSISTENCY CK LOCATED IN UCR-LIFE FLIGHT MECHANICS FOLDER
TSN 1994.6 CT COUNT 6929 PT COUNT 5753 IM COUNT 3051",2/23/2026,1994.6,,,,0,0,40,0,0,0,,,10,,,,,,2034.6,,,,,,,,,,,,38.9,,,,,,,,No,10+ Days,,3/23/2026,,,,,,,,,,,
N431HC,IHC Health Services,2/24/2026,1995.7,7011,62 MI62-01,Airframe,1995.7,,7011,0,INSPECTION,,AIRWORTHINESS,,ELASTOMERIC BEARINGS - MANDATORY INSPECTION 62-01,,,,,,,ELASTOMERIC BEARINGS - MANDATORY INSPECTION were found in satisfactory condition at this time. All work was completed IAW IETP AW109SP AMP CH. 62,2/11/2026,1981.9,6973,,,0,0,60,0,0,0,,,,,,,,,2041.9,,,,,,,,,,,,46.2,,,,,,,,No,10+ Days,,3/23/2026,,,,,,,,,,,
N291HC,IHC Health Services,2/25/2026,5886.7,20615,25 STC SR03096NY,Airframe,5886.7,,20615,,INSPECTION,,,,STC- INSTALLATION OF AERONAUTICAL ACCESSORIES SUPER NIGHT SCANNER SEARCHLIGHT - AFT POSITION,,,,,,,"Complied with inspections, no defects noted. IAW 337 dated 9 Oct, 2014",10/4/2025,5727.3,19987,,,0,12,200,0,0,0,,,,,,,10/31/2026,,5927.3,,,,,,,,6,,8,,40.6,,,,,,,,No,10+ Days,,3/24/2026,,,,,,,,,,ICA,
N281HC,IHC Health Services,2/24/2026,6490,21715,62 MI62-01,Airframe,6490,,21715,,INSPECTION,,,,"ELASTOMERIC BEARING (PN 109-011-04-101) (NOTE 1) - INSPECT FOR CRACKING, SEPARATION OF SHIMS, BLOWING, RUBBER POWDER AND/OR CRUMBS - MANDATORY INSPECTION [62-01]",,,,,,,"C/W ELASTOMERIC BEARING - MANDATORY INSPECTION 62-01 ref AW109SP AMP CH62-MI62-01 and AMPI CH5, No defects noted",2/11/2026,6472.8,21657,,,0,0,60,0,0,0,,,,,,,,,6532.8,,,,,,,,,,,,42.8,,,,,,,,No,10+ Days,,3/25/2026,,,,,,,,,,OPS CONTROL,
N631HC,IHC Health Services,2/23/2026,1847.1,6508,73 0007,Engine 2,1756.1,,,,PART,None,RII,,(RII) NO. 2 ENGINE - FUEL NOZZLES CLEAN & FUNCTIONAL CHECK,,N/D,N/D,,,,[80 HOUR WINDOW],3/7/2022,987.2,,,,0,0,800,0,0,0,,,80,,,,,,1787.2,,,,,,,,,,,,31.1,,,,,,,,No,10+ Days,,3/28/2026,,,,,,,,,,RII,
N291HC,IHC Health Services,2/25/2026,5886.7,20615,21 CM21-06,Airframe,5886.7,,20615,,INSPECTION,,,,ENVIRONMENTAL CONTROL - OPS CHECK TO ENSURE SOVS ARE AUTOMATICALLY CLOSED IN EVENT OF OEI - [CMR 21-06],,,,,,,,6/25/2025,5537.6,19299,,,0,0,400,0,0,0,,,,,,,,,5937.6,,,,,,,,,,,,50.9,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,,
N291HC,IHC Health Services,2/25/2026,5886.7,20615,23 CM23-01,Airframe,5886.7,,20615,,INSPECTION,,,,COMMUNICATION - OPS CHECK OF RTU 1 RADIO TUNING CAPABILITY - [CMR 23-01],,,,,,,,6/25/2025,5537.6,19299,,,0,0,400,0,0,0,,,,,,,,,5937.6,,,,,,,,,,,,50.9,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,,
N291HC,IHC Health Services,2/25/2026,5886.7,20615,24 CM24-01,Airframe,5886.7,,20615,,INSPECTION,,,,ELECTRICAL POWER - OPS CHECK OF CONNECTION BETWEEN EMERGENCY BUS 1 AND ESSENTIAL BUS 1 FOR DORMANT OPEN CIRCUIT FAILURE - CERTIFICATION MAINTENANCE REQUIREMENTS [24-01],,,,,,,,6/25/2025,5537.6,19299,,,0,0,400,0,0,0,,,,,,,,,5937.6,,,,,,,,,,,,50.9,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,,
N291HC,IHC Health Services,2/25/2026,5886.7,20615,24 CM24-02,Airframe,5886.7,,20615,,INSPECTION,,,,ELECTRICAL POWER - OPS CHECK OF CONNECTION BETWEEN EMERGENCY BUS 2 AND ESSENTIAL BUS 2 FOR DORMANT OPEN CIRCUIT FAILURE - CERTIFICATION MAINTENANCE REQUIREMENTS [24-02],,,,,,,,6/25/2025,5537.6,19299,,,0,0,400,0,0,0,,,,,,,,,5937.6,,,,,,,,,,,,50.9,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,,
N291HC,IHC Health Services,2/25/2026,5886.7,20615,24 CM24-03,Airframe,5886.7,,20615,,INSPECTION,,,,ELECTRICAL POWER - OPS CHECK OF CONNECTION BETWEEN ESSENTIAL BUS1 AND ESSENTIAL BUS2 FOR DORMANT OPEN CIRCUIT FAILURE - CERTIFICATION MAINTENANCE REQUIREMENTS [24-03],,,,,,,,6/25/2025,5537.6,19299,,,0,0,400,0,0,0,,,,,,,,,5937.6,,,,,,,,,,,,50.9,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,,
N291HC,IHC Health Services,2/25/2026,5886.7,20615,24 CM24-08,Airframe,5886.7,,20615,,INSPECTION,,,,ELECTRICAL POWER - OC TO BUS FEEDER CIRCUIT BREAKERS FOR DORMANT FAILURES - CERTIFICATION MAINTENANCE REQUIREMENTS [24-08],,,,,,,,6/25/2025,5537.6,19299,,,0,0,400,0,0,0,,,,,,,,,5937.6,,,,,,,,,,,,50.9,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,,
N271HC,IHC Health Services,2/24/2026,6967.4,25945,05 1025,Airframe,6967.4,,25945,,INSPECTION,,,,12 MONTH INSPECTION (SCHEDULED INSPECTION PROGRAM),0B-A-05-44-00-06A-00,,,,,,[2 MOS WINDOW],3/14/2025,6534.8,24827,,,0,12,,0,0,0,2,,,,,,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,,
N271HC,IHC Health Services,2/24/2026,6967.4,25945,21 90 [4],Airframe,6967.4,,25945,,INSPECTION,,,,ENVIRONMENTAL CONTROL SYSTEM [OPT] - ENVIRONMENTAL CONTROL SYSTEM -  DO OPERATION TEST,,,,,,,[2 MOS WINDOW],3/14/2025,6534.8,24827,,,0,12,,0,0,0,2,,,,,,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,,
N271HC,IHC Health Services,2/24/2026,6967.4,25945,23 ICA9000,Airframe,6967.4,,25945,,INSPECTION,,,,NAT AUDIO CONTROL PANEL INSPECTION,,,,,,,IAW 337 DATED 3-30-2012,3/12/2025,6534.8,24827,,,0,12,,0,0,0,0,0,,0,0,0,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,,
N281HC,IHC Health Services,2/24/2026,6490,21715,23 ICA9002,Airframe,6490,,21715,,INSPECTION,,,,SKY CONNECT SATELLITE COMMUNICATIONS AND TRACKING SYSTEM INSPECTION,,,,,,,IAW ICA  337 dated 10-29-2013,3/26/2025,6055.9,20371,,,0,12,,0,0,0,,,,,,,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,,
N281HC,IHC Health Services,2/24/2026,6490,21715,25,Airframe,6490,,21715,,INSPECTION,,,,STC- INSTALLATION OF NIGHT VISION GOGGLE (NVG) COMPATIBLE LIGHTING SYSTEM FOR NVG OPERATION,,,,,,,IAW  337 Dated 9 Oct 2014 & Doc. AAC-ENG-11-018 ICA  for NVG,3/26/2025,6055.9,20371,,,0,12,,0,0,0,0,0,,0,0,0,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,ICA,
N251HC,IHC Health Services,2/24/2026,6040.5,16734,25 60.01,Airframe,6040.5,,16734,0,INSPECTION,,AIRWORTHINESS,,LIFE VEST 6 MONTH INSPECTION,,,,,,,Completed 6 Month PFD Inspection IAW Switlik Survival Products & IHC GOM Chapter 7 Appendix Page 7.90.1- 7.90.3 Section 3.0 & 5.0 Life Vest (PFD) Inspections. No Discrepancies Noted at this time.,9/24/2025,5890.1,16277,,,0,6,,0,0,0,0,0,,0,0,0,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,Pilot Task; PILOT GOM,
N291HC,IHC Health Services,2/25/2026,5886.7,20615,25 DT 03,Hoist 1,82.9,1657,,,PART,Life Limited,,,"RESCUE HOIST CABLE CUTTER CARTRIDGE LIFE LIMIT
FROM DATE OF MANUFACTURE",,42315-281,1Q2021,,,,,4/21/2025,53.9,,848,,0,60,,0,0,0,0,0,,0,0,0,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,45,18,18,35.2,35.2,35.2,,,,,
N281HC,IHC Health Services,2/24/2026,6490,21715,25 STC SR0290CH,Airframe,6490,,21715,,INSPECTION,,,,ICA- INTERIOR PANEL SYSTEM INSTALLTION,,,,,,,Inspected and determined satisfactory at this time. Work performed in Ref to Spectrum Document No. 16A02240001.,3/26/2025,6055.9,20371,,,0,12,,0,0,0,,,,,,,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,ICA,
N271HC,IHC Health Services,2/24/2026,6967.4,25945,25 STC SR0290CH,Airframe,6967.4,,25945,,INSPECTION,,,,ICA- INTERIOR PANEL SYSTEM INSTALLTION,,,,,,,Spectrum ICA 16A02160001,3/13/2025,6534.8,24827,,,0,12,,0,0,0,,,,,,,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,ICA,
N281HC,IHC Health Services,2/24/2026,6490,21715,25 STC SR02974CH,Airframe,6490,,21715,,INSPECTION,,,,ICA-MEDICAL INTERIOR ANNUAL INSPECTION,,,,,,,Inspected and determined satisfactory at this time. Work performed in Ref to Spectrum Document No. 7011MM.,3/26/2025,6055.9,20371,,,0,12,,0,0,0,,,,,,,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,ICA,
N271HC,IHC Health Services,2/24/2026,6967.4,25945,25 STC SR02974CH,Airframe,6967.4,,25945,,INSPECTION,,,,ICA-MEDICAL INTERIOR ANNUAL INSPECTION,,,,,,,Spectrum ICA 7011MM,3/13/2025,6534.8,24827,,,0,12,,0,0,0,0,0,,0,0,0,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,ICA,
N281HC,IHC Health Services,2/24/2026,6490,21715,25 STC SR02977CH,Airframe,6490,,21715,,INSPECTION,,,,ICA- MEDICAL FLOOR LINER INSTALLATION,,,,,,,Inspected and determined satisfactory at this time. Work performed in Ref to Spectrum Document No. 16A02160003.,3/26/2025,6055.9,20371,,,0,12,,0,0,0,,,,,,,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,ICA,
N271HC,IHC Health Services,2/24/2026,6967.4,25945,25 STC SR02977CH,Airframe,6967.4,,25945,,INSPECTION,,,,ICA- MEDICAL FLOOR LINER INSTALLATION,,,,,,,Spectrum ICA 16A02160003,3/13/2025,6534.8,24827,,,0,12,,0,0,0,,,,,,,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,ICA,
N281HC,IHC Health Services,2/24/2026,6490,21715,25 STC SR02978CH,Airframe,6490,,21715,,INSPECTION,,,,ICA- SHORE POWER PROVISIONS INSTALLATION,,,,,,,Inspected and determined satisfactory at this time. Work performed in Ref to Spectrum Document No. 16A022240001.,3/26/2025,6055.9,20371,,,0,12,,0,0,0,,,,,,,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,ICA,
N271HC,IHC Health Services,2/24/2026,6967.4,25945,25 STC SR02978CH,Airframe,6967.4,,25945,,INSPECTION,,,,ICA- SHORE POWER PROVISIONS INSTALLATION,,,,,,,IAW ICA DATED 4/19/2011,3/13/2025,6534.8,24827,,,0,12,,0,0,0,,,,,,,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,ICA,
N281HC,IHC Health Services,2/24/2026,6490,21715,25 STC SR02981CH,Airframe,6490,,21715,,INSPECTION,,,,"ICA- MEDICAL SEAT, FIRE EXTINGUISHER, UTILIZY TRACKS AND CYLINDER MOUNT INSTALLATIONS",,,,,,,"Inspected and determined satisfactory at this time. Work performed in Ref to Spectrum Document No. 16A02390001, section 05-20-10.",3/26/2025,6055.9,20371,,,0,12,,0,0,0,,,,,,,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,ICA,
N271HC,IHC Health Services,2/24/2026,6967.4,25945,25 STC SR02981CH,Airframe,6967.4,,25945,,INSPECTION,,,,"ICA- MEDICAL SEAT, FIRE EXTINGUISHER, UTILIZY TRACKS AND CYLINDER MOUNT INSTALLATIONS",,,,,,,Spectrum ICA Spectrum ICA 16A02190001,3/13/2025,6534.8,24827,,,0,12,,0,0,0,,,,,,,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,ICA,
N281HC,IHC Health Services,2/24/2026,6490,21715,25 STC SR02982CH,Airframe,6490,,21715,,INSPECTION,,,,ICA- EQUIPMENT RAILS AND MOUNTS INSTALLATION,,,,,,,Inspected and determined satisfactory at this time. Work performed in Ref to Spectrum Document No. 16A02160002.,3/26/2025,6055.9,20371,,,0,12,,0,0,0,,,,,,,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,ICA,
N271HC,IHC Health Services,2/24/2026,6967.4,25945,25 STC SR02982CH,Airframe,6967.4,,25945,,INSPECTION,,,,ICA- EQUIPMENT RAILS AND MOUNTS INSTALLATION,,,,,,,Spectrum ICA Spectrum ICA 16A0216002,3/13/2025,6534.8,24827,,,0,12,,0,0,0,,,,,,,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,ICA,
N281HC,IHC Health Services,2/24/2026,6490,21715,25 STC SR03055CH,Airframe,6490,,21715,,INSPECTION,,INSPECT,,ICA ANNUAL INSPECTIONOF MS AERO/APPAREO RECORDING SYSTEM,,,,,,,Inspected and determined satisfactory at this time. Work performed in Ref to Appereo STC SR03055CH,3/26/2025,6055.9,20371,,,0,12,,0,0,0,0,0,,0,0,0,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,ICA,
N431HC,IHC Health Services,2/24/2026,1995.7,7011,26 01.1,Airframe,1995.7,,7011,0,INSPECTION,,,COCKPIT FIRE,COCKPIT PORTABLE FIRE EXTINGUISHER  MONTHLY INSPECTION,0B-A-26-23-01-00A-281A-B,A344,Y-197529,,,,"Completed Monthly Fire Extinguisher Inspection IAW IHC GOM Chapter 7 Pages 7.90.1, 7.90.2 and Form QA-0145 & NFPA 10. No Discrepancies Noted at this time.",2/5/2026,1972.8,6953,,,0,1,,0,,,,,,,,,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,,
N291HC,IHC Health Services,2/25/2026,5886.7,20615,26 2102.1,Airframe,5886.7,,20615,,PART,None,RII,,(RII) ENGINE FIRE EXTINGUISHER LH,,27300-1,3133,,,,,3/20/2023,4496.2,15630,,,0,0,,0,0,0,0,0,,0,0,0,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,0,,,0,,,0,,,RII,
N431HC,IHC Health Services,2/24/2026,1995.7,7011,26 2300,Airframe,1995.7,,7011,0,INSPECTION,,,CBN PFE,CABIN PORTABLE FIRE EXTINGUISHER  MONTHLY INSPECTION,0B-A-26-23-01-00A-281A-B,A344,B-74105384,,,,The cabin fire extinguisher meets the monthly inspection requirements given in FQA-0145.,2/5/2026,1972.8,6953,,,0,1,,0,0,0,0,0,,0,0,0,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,PILOT GOM,
N291HC,IHC Health Services,2/25/2026,5886.7,20615,26 2300,Airframe,5886.7,,20615,,INSPECTION,,,CBN PFE,CABIN PORTABLE FIRE EXTINGUISHER  MONTHLY INSPECTION,0B-A-26-23-01-00A-281A-B,A344,W864416,,,,The cabin fire extinguisher meets the monthly inspection requirements given in FQA-0145.,2/7/2026,5862.2,20537,,,0,1,,0,0,0,,,,,,,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,PILOT GOM,
N271HC,IHC Health Services,2/24/2026,6967.4,25945,26 2300,Airframe,6967.4,,25945,,INSPECTION,,,CBN PFE,CABIN PORTABLE FIRE EXTINGUISHER  MONTHLY INSPECTION,0B-A-26-23-01-00A-281A-B,A344,X-62422,,,,"Completed Monthly Fire Extinguisher Inspection IAW IHC GMM Chapter 5 Section 4.0  Pages 75.40.2, Form QA-0145 & NFPA 10. No Discrepancies Noted at this time.",2/23/2026,6964.8,25940,,,0,1,,0,0,0,,,,,,,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,PILOT GOM,
N261HC,IHC Health Services,2/24/2026,6066,19320,26 2300,Airframe,6066,,19320,,INSPECTION,,,CBN PFE,CABIN PORTABLE FIRE EXTINGUISHER  MONTHLY INSPECTION,0B-A-26-23-01-00A-281A-B,,,,,,"Completed Monthly Fire Extinguisher Inspection IAW IHC GMM Chapter 5 Section 4.0  Pages 75.40.2, Form QA-0145 & NFPA 10. No Discrepancies Noted at this time.",2/21/2026,6062.6,19309,,,0,1,,0,0,0,,,,,,,3/31/2026,,,,,,,,,,6,,1,,,,,,,,,,No,10+ Days,,3/31/2026,,,,,,,,,,PILOT GOM,
