Registration Number,Operator,Airframe Report Date,Airframe Hours,Airframe Landings,ATA and Code,Tracked By Equipment,Equipment Hours,Equipment Cycles,Equipment Landings,Equipment RIN,Item Type,Requirement Type,Disposition,Group,Description,Reference,Part Number,Serial Number,Work Order,Scheduled,Estimated Work Hours,Notes,Compliance Date,Compliance Hours,Compliance Landings,Compliance Cycles,Compliance RIN,Interval Days,Interval Months,Interval Hours,Interval Landings,Interval Cycles,Interval RIN,Tolerance Months,Tolerance Days,Tolerance Hours,Tolerance Landings,Tolerance Cycles,Tolerance RIN,Number of Instance,Next Due Date,Max Next Due Date,Next Due Hours,Max Next Due Hours,Next Due Landings,Max Next Due Landings,Next Due Cycles,Max Next Due Cycles,Next Due RIN,Max Next Due RIN,Remaining Days,Max Remaining Days,Remaining Months,Max Remaining Months,Remaining Hours,Max Remaining Hours ,Remaining Landings,Max Remaining Landings,Remaining Cycles,Max Remaining Cycles,Remaining RIN,Max Remaining RIN,Is Optional,Next Due Status,Aircraft Grounded,Estimated Due Date,Months Since New,Months Since Overhaul,Months Since Repair,Hours Since New,Hours Since Overhaul,Hours Since Repair,Landings Since New,Landings Since Overhaul,Landings Since Repair,Tags,SalesForce Case Number
N251HC,IHC Health Services,04/29/2026,6129.70,16959,67 STC SRO2258SE,Airframe,6129.70,,16959,0.00,INSPECTION,,AIRWORTHINESS,,DART AEROSPACE TAIL ROTOR PEDAL LOCKOUT KIT INSPECTION,,,,,,,,,,,,,,,200.00,,,,,,,,,,2,,,6343.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N251HC,IHC Health Services,04/29/2026,6129.70,16959,72 1027,Engine 1,2148.90,6193.00,,,INSPECTION,,,,NO. 1 ENGINE - PERFORMANCE RECOVERY WASH,,,,000075,"Monday, May 4, 2026",,,10/31/2025,1962.40,,5701.00,,0,0,200.00,0,0.00,0.00,,,20.00,,,,,,,2162.40,,,,,,,,,,,,13.50,,,,,,,,No,Coming Due,,05/08/2026,,,,,,,,,,,
N251HC,IHC Health Services,04/29/2026,6129.70,16959,72 1027,Engine 1,2148.90,6193.00,,,INSPECTION,,,,NO. 1 ENGINE - PERFORMANCE RECOVERY WASH,,,,,,,,,,,,,,,200.00,,,,,,,,,,1,,,2162.40,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N251HC,IHC Health Services,04/29/2026,6129.70,16959,72 1027,Engine 1,2148.90,6193.00,,,INSPECTION,,,,NO. 1 ENGINE - PERFORMANCE RECOVERY WASH,,,,,,,,,,,,,,,200.00,,,,,,,,,,2,,,2362.40,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N251HC,IHC Health Services,04/29/2026,6129.70,16959,72 1027,Engine 2,2856.90,7534.00,,,INSPECTION,,,,NO. 2 ENGINE - PERFORMANCE RECOVERY WASH,,,,000075,"Monday, May 4, 2026",,,10/31/2025,2670.40,,,,0,0,200.00,0,0.00,0.00,,,20.00,,,,,,,2870.40,,,,,,,,,,,,13.50,,,,,,,,No,Coming Due,,05/08/2026,,,,,,,,,,,
N251HC,IHC Health Services,04/29/2026,6129.70,16959,72 1027,Engine 2,2856.90,7534.00,,,INSPECTION,,,,NO. 2 ENGINE - PERFORMANCE RECOVERY WASH,,,,,,,,,,,,,,,200.00,,,,,,,,,,1,,,2870.40,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N251HC,IHC Health Services,04/29/2026,6129.70,16959,72 1027,Engine 2,2856.90,7534.00,,,INSPECTION,,,,NO. 2 ENGINE - PERFORMANCE RECOVERY WASH,,,,,,,,,,,,,,,200.00,,,,,,,,,,2,,,3070.40,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N251HC,IHC Health Services,04/29/2026,6129.70,16959,BT 109SP-108,Airframe,6129.70,,16959,0.00,SB,,MANDATORY,AD/SB,FIRE EXTINGUISHER BOTTLE P/N 27300-1,,,,000075,"Monday, May 4, 2026",,"Completed IAW Agusta SB 109SP-108 Instructions, Effective 16 December 2016. No Discrepancies Noted at this Time.",10/29/2025,5943.20,16467,,,,12,200.00,,,,,,,,,,,10/31/2026,,6143.20,,,,,,,,2,,6,,13.50,,,,,,,,No,Coming Due,,05/08/2026,,,,,,,,,,,
N251HC,IHC Health Services,04/29/2026,6129.70,16959,BT 109SP-108,Airframe,6129.70,,16959,0.00,SB,,MANDATORY,AD/SB,FIRE EXTINGUISHER BOTTLE P/N 27300-1,,,,,,,,,,,,,,,200.00,,,,,,,,,,1,,,6143.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N251HC,IHC Health Services,04/29/2026,6129.70,16959,BT 109SP-108,Airframe,6129.70,,16959,0.00,SB,,MANDATORY,AD/SB,FIRE EXTINGUISHER BOTTLE P/N 27300-1,,,,,,,,,,,,,,,200.00,,,,,,,,,,2,,,6343.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N251HC,IHC Health Services,04/29/2026,6129.70,16959,AD 2020-20-02 AMD 39-21258,Airframe,6129.70,,16959,0.00,AD,,,,FIRE BOTTLES INSPECT FOR CRACKING AT FITTING  EFFECTIVE DATE  03 NOVEMBER 2020. IAW PART (e)(1) AND  109SP-108. RECURRING 200 FLIGHT HOURS,,,,000075,"Monday, May 4, 2026",,Complied with AD 2020-20-02 FIRE BOTTLES INSPECTION FOR CRACKING AT FITTING  EFFECTIVE DATE  03 NOVEMBER 2020. IAW PART (e)(1) AND  109SP-108 Next due in By ____._  Hrs,10/29/2025,5943.20,16467,,,,,200.00,,,,,,,,,,,,,6143.20,,,,,,,,,,,,13.50,,,,,,,,No,Coming Due,,05/08/2026,,,,,,,,,,,
N251HC,IHC Health Services,04/29/2026,6129.70,16959,AD 2020-20-02 AMD 39-21258,Airframe,6129.70,,16959,0.00,AD,,,,FIRE BOTTLES INSPECT FOR CRACKING AT FITTING  EFFECTIVE DATE  03 NOVEMBER 2020. IAW PART (e)(1) AND  109SP-108. RECURRING 200 FLIGHT HOURS,,,,,,,,,,,,,,,200.00,,,,,,,,,,1,,,6143.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N251HC,IHC Health Services,04/29/2026,6129.70,16959,AD 2020-20-02 AMD 39-21258,Airframe,6129.70,,16959,0.00,AD,,,,FIRE BOTTLES INSPECT FOR CRACKING AT FITTING  EFFECTIVE DATE  03 NOVEMBER 2020. IAW PART (e)(1) AND  109SP-108. RECURRING 200 FLIGHT HOURS,,,,,,,,,,,,,,,200.00,,,,,,,,,,2,,,6343.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,21 90 [5],Airframe,3410.00,,11378,92.00,INSPECTION,,,,ENVIRONMENTAL CONTROL SYSTEM [OPT] - HEAT EXCHANGER - DO DETAILED EXAMINATION FOR CONDITION AND OBSTRUCTION,,,,,,,[400 INITIAL HOUR REQ.] [10 HOUR WINDOW],03/10/2026,3326.10,11088,,92.00,0,0,100.00,0,0.00,0.00,,,10.00,,,,,,,3426.10,,,,,,,,,,,,16.10,,,,,,,,No,Coming Due,,05/08/2026,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,21 90 [5],Airframe,3410.00,,11378,92.00,INSPECTION,,,,ENVIRONMENTAL CONTROL SYSTEM [OPT] - HEAT EXCHANGER - DO DETAILED EXAMINATION FOR CONDITION AND OBSTRUCTION,,,,,,,,,,,,,,,100.00,,,,,,,,,,1,,,3426.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,21 90 [5],Airframe,3410.00,,11378,92.00,INSPECTION,,,,ENVIRONMENTAL CONTROL SYSTEM [OPT] - HEAT EXCHANGER - DO DETAILED EXAMINATION FOR CONDITION AND OBSTRUCTION,,,,,,,,,,,,,,,100.00,,,,,,,,,,2,,,3526.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,64 01[273],Airframe,3410.00,,11378,92.00,INSPECTION,,,,TAIL ROTOR - DO A CHECK FOR CORRECT DYNAMIC BALANCE - SPECIAL INSPECTION [64-01],,,,,,,,03/12/2026,3326.10,11088,,92.00,0,0,100.00,0,0.00,0.00,,,10.00,,,,,,,3426.10,,,,,,,,,,,,16.10,,,,,,,,No,Coming Due,,05/08/2026,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,64 01[273],Airframe,3410.00,,11378,92.00,INSPECTION,,,,TAIL ROTOR - DO A CHECK FOR CORRECT DYNAMIC BALANCE - SPECIAL INSPECTION [64-01],,,,,,,,,,,,,,,100.00,,,,,,,,,,1,,,3426.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,64 01[273],Airframe,3410.00,,11378,92.00,INSPECTION,,,,TAIL ROTOR - DO A CHECK FOR CORRECT DYNAMIC BALANCE - SPECIAL INSPECTION [64-01],,,,,,,,,,,,,,,100.00,,,,,,,,,,2,,,3526.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,64 01[276],Airframe,3410.00,,11378,92.00,INSPECTION,,,,TAIL ROTOR PITCH CHANGE MECHANISM DUPLEX BEARING - GREASE - SERVICING [64-01],,,,,,,,03/10/2026,3326.10,11088,,92.00,0,6,100.00,0,0.00,0.00,1,,10.00,,,,,09/30/2026,,3426.10,,,,,,,,1,,5,,16.10,,,,,,,,No,Coming Due,,05/08/2026,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,64 01[276],Airframe,3410.00,,11378,92.00,INSPECTION,,,,TAIL ROTOR PITCH CHANGE MECHANISM DUPLEX BEARING - GREASE - SERVICING [64-01],,,,,,,,,,,,,,,100.00,,,,,,,,,,1,,,3426.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,64 01[276],Airframe,3410.00,,11378,92.00,INSPECTION,,,,TAIL ROTOR PITCH CHANGE MECHANISM DUPLEX BEARING - GREASE - SERVICING [64-01],,,,,,,,,,,,,,,100.00,,,,,,,,,,2,,,3526.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,65 01[290],Airframe,3410.00,,11378,92.00,INSPECTION,,RII,TRGB,(RII) 90-DEGREE GEARBOX - CHANGE OF OIL - SERVICING [65-01],,,,,,,Serviced with Aeroshell 2380,03/09/2026,3326.10,11088,,92.00,0,6,100.00,0,0.00,0.00,1,,10.00,,,,,09/30/2026,,3426.10,,,,,,,,1,,5,,16.10,,,,,,,,No,Coming Due,,05/08/2026,,,,,,,,,,RII,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,65 01[290],Airframe,3410.00,,11378,92.00,INSPECTION,,RII,TRGB,(RII) 90-DEGREE GEARBOX - CHANGE OF OIL - SERVICING [65-01],,,,,,,,,,,,,,,100.00,,,,,,,,,,1,,,3426.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,65 01[290],Airframe,3410.00,,11378,92.00,INSPECTION,,RII,TRGB,(RII) 90-DEGREE GEARBOX - CHANGE OF OIL - SERVICING [65-01],,,,,,,,,,,,,,,100.00,,,,,,,,,,2,,,3526.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,65 04,Airframe,3410.00,,11378,92.00,INSPECTION,,,,TAIL ROTOR DRIVE SHAFT FITTINGS SAFETY PINS - EXAMINE FOR FREEDOM OF ROTATION - SPECIAL INSPECTION [65-04],0B-A-65-11-00-00A-281A-A,,,,,,,03/10/2026,3326.10,11088,,92.00,0,0,100.00,0,0.00,0.00,0,0,10.00,0,0.00,0.00,,,,3426.10,,,,,,,,,,,,16.10,,,,,,,,No,Coming Due,,05/08/2026,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,65 04,Airframe,3410.00,,11378,92.00,INSPECTION,,,,TAIL ROTOR DRIVE SHAFT FITTINGS SAFETY PINS - EXAMINE FOR FREEDOM OF ROTATION - SPECIAL INSPECTION [65-04],0B-A-65-11-00-00A-281A-A,,,,,,,,,,,,,,100.00,,,,,,,,,,1,,,3426.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,65 04,Airframe,3410.00,,11378,92.00,INSPECTION,,,,TAIL ROTOR DRIVE SHAFT FITTINGS SAFETY PINS - EXAMINE FOR FREEDOM OF ROTATION - SPECIAL INSPECTION [65-04],0B-A-65-11-00-00A-281A-A,,,,,,,,,,,,,,100.00,,,,,,,,,,2,,,3526.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100,Engine 1,5649.30,0.00,,,INSPECTION,,,,NO. 1 ENGINE -  LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,"[10 HOUR WINDOW]
TSN 5499.6CT COUNT 4789 PT COUNT 4166 IM COUNT 2486",04/09/2026,5627.70,,,,0,0,40.00,0,0.00,0.00,,,10.00,,,,,,,5667.70,,,,,,,,,,,,18.40,,,,,,,,No,Coming Due,,05/08/2026,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100,Engine 1,5649.30,0.00,,,INSPECTION,,,,NO. 1 ENGINE -  LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,1,,,5667.70,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100,Engine 1,5649.30,0.00,,,INSPECTION,,,,NO. 1 ENGINE -  LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,2,,,5707.70,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100,Engine 1,5649.30,0.00,,,INSPECTION,,,,NO. 1 ENGINE -  LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,3,,,5747.70,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100,Engine 1,5649.30,0.00,,,INSPECTION,,,,NO. 1 ENGINE -  LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,4,,,5787.70,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100,Engine 1,5649.30,0.00,,,INSPECTION,,,,NO. 1 ENGINE -  LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,5,,,5827.70,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100,Engine 2,5623.00,0.00,,,INSPECTION,,,,NO. 2 ENGINE -  LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,TSN 5473.3 CT COUNT 4819 PT COUNT 3964 IM COUNT 2248,04/09/2026,5601.40,,,,0,0,40.00,0,0.00,0.00,,,10.00,,,,,,,5641.40,,,,,,,,,,,,18.40,,,,,,,,No,Coming Due,,05/08/2026,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100,Engine 2,5623.00,0.00,,,INSPECTION,,,,NO. 2 ENGINE -  LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,1,,,5641.40,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100,Engine 2,5623.00,0.00,,,INSPECTION,,,,NO. 2 ENGINE -  LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,2,,,5681.40,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100,Engine 2,5623.00,0.00,,,INSPECTION,,,,NO. 2 ENGINE -  LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,3,,,5721.40,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100,Engine 2,5623.00,0.00,,,INSPECTION,,,,NO. 2 ENGINE -  LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,4,,,5761.40,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100,Engine 2,5623.00,0.00,,,INSPECTION,,,,NO. 2 ENGINE -  LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,5,,,5801.40,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,ASB 109SP-146,Airframe,3410.00,,11378,92.00,SB,,ALERT,Rotor Brake,ATA 63 - INSPECTION OF ROTOR BRAKE CONTROL CABLE P/N 109-0506-17-115,,,,,,,"PLEASE NOTIFY FLIGHTDOCS OF APPLICABILITY, PRIOR COMPLIANCE, AND/ OR SCHEDULING OF ANY ADDITIONAL CORRELATED SUB PARTS
Complied with SB 109SP-146 and AD 2021-17-10 AMD 39-21693 inspection of rotor brake system control cable. Inspected and Determined satisfactory at this time. Lubed with Aeroshell 22 grease.  No defects noted",03/10/2026,3326.10,11088,,92.00,,,100.00,,,,,,,,,,,,,3426.10,,,,,,,,,,,,16.10,,,,,,,,No,Coming Due,,05/08/2026,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,ASB 109SP-146,Airframe,3410.00,,11378,92.00,SB,,ALERT,Rotor Brake,ATA 63 - INSPECTION OF ROTOR BRAKE CONTROL CABLE P/N 109-0506-17-115,,,,,,,,,,,,,,,100.00,,,,,,,,,,1,,,3426.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,ASB 109SP-146,Airframe,3410.00,,11378,92.00,SB,,ALERT,Rotor Brake,ATA 63 - INSPECTION OF ROTOR BRAKE CONTROL CABLE P/N 109-0506-17-115,,,,,,,,,,,,,,,100.00,,,,,,,,,,2,,,3526.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,AD 2021-17-10 AMD 39-21693,Airframe,3410.00,,11378,92.00,AD,,,,"THE FAA IS ISSUING THIS AD TO ADDRESS UN-COMMANDED ACTIVATION OF THE ROTOR BRAKE SYSTEM, WHICH COULD LEAD TO FAILURE OF THE ROTOR BRAKE SYSTEM, WITH CONSEQUENT DAMAGE TO SURROUNDING CRITICAL EQUIPMENT, AND LOSS OF CONTROL OF THE HELICOPTER. (EFFECTIVE 7 SEPTEMBER 2021",,,,,,,Complied with SB 109SP-146 and AD 2021-17-10 AMD 39-21693 inspection of rotor brake system control cable. No defects noted. Next due ACTT:,03/10/2026,3326.10,11088,,92.00,,,100.00,,,,,,,,,,,,,3426.10,,,,,,,,,,,,16.10,,,,,,,,No,Coming Due,,05/08/2026,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,AD 2021-17-10 AMD 39-21693,Airframe,3410.00,,11378,92.00,AD,,,,"THE FAA IS ISSUING THIS AD TO ADDRESS UN-COMMANDED ACTIVATION OF THE ROTOR BRAKE SYSTEM, WHICH COULD LEAD TO FAILURE OF THE ROTOR BRAKE SYSTEM, WITH CONSEQUENT DAMAGE TO SURROUNDING CRITICAL EQUIPMENT, AND LOSS OF CONTROL OF THE HELICOPTER. (EFFECTIVE 7 SEPTEMBER 2021",,,,,,,,,,,,,,,100.00,,,,,,,,,,1,,,3426.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,AD 2021-17-10 AMD 39-21693,Airframe,3410.00,,11378,92.00,AD,,,,"THE FAA IS ISSUING THIS AD TO ADDRESS UN-COMMANDED ACTIVATION OF THE ROTOR BRAKE SYSTEM, WHICH COULD LEAD TO FAILURE OF THE ROTOR BRAKE SYSTEM, WITH CONSEQUENT DAMAGE TO SURROUNDING CRITICAL EQUIPMENT, AND LOSS OF CONTROL OF THE HELICOPTER. (EFFECTIVE 7 SEPTEMBER 2021",,,,,,,,,,,,,,,100.00,,,,,,,,,,2,,,3526.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,05 1000,Airframe,6605.90,,22168,,INSPECTION,,,,50 HOUR/60 DAY INSPECTION (SCHEDULED INSPECTION PROGRAM),0B-B-05-44-00-01A-00,,,,,,"C/W 50 HOUR/60 DAY INSPECTION (SCHEDULED INSPECTION PROGRAM) ref AW109SP AMPI CH0B-B-05-44-00-01A-00.
[10 HOUR WINDOW] [10 DAY WINDOW]",04/14/2026,6572.20,22045,,,60,0,50.00,0,0.00,0.00,,10,10.00,,,,,06/13/2026,,6622.20,,,,,,,,15,,1,,16.30,,,,,,,,No,Coming Due,,05/08/2026,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,05 1000,Airframe,6605.90,,22168,,INSPECTION,,,,50 HOUR/60 DAY INSPECTION (SCHEDULED INSPECTION PROGRAM),0B-B-05-44-00-01A-00,,,,,,,,,,,,,,50.00,,,,,,,,,,1,,,6622.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,05 1000,Airframe,6605.90,,22168,,INSPECTION,,,,50 HOUR/60 DAY INSPECTION (SCHEDULED INSPECTION PROGRAM),0B-B-05-44-00-01A-00,,,,,,,,,,,,,,50.00,,,,,,,,,,2,,,6672.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,05 1000,Airframe,6605.90,,22168,,INSPECTION,,,,50 HOUR/60 DAY INSPECTION (SCHEDULED INSPECTION PROGRAM),0B-B-05-44-00-01A-00,,,,,,,,,,,,60,,,,,,,,,,,,3,06/13/2026,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,05 1000,Airframe,6605.90,,22168,,INSPECTION,,,,50 HOUR/60 DAY INSPECTION (SCHEDULED INSPECTION PROGRAM),0B-B-05-44-00-01A-00,,,,,,,,,,,,,,50.00,,,,,,,,,,4,,,6722.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,25 25-413,Airframe,6605.90,,22168,,INSPECTION,,,,STEP BAR PROTECTION - EXAMINE TEFLON PROTECTIONS FOR CONDITION,,,,,,,"C/W STEP BAR PROTECTION - EXAMINE TEFLON PROTECTIONS FOR CONDITION ref AW109SP IETP AMP CH 25-413, No defects noted",04/14/2026,6572.20,22045,,,60,0,50.00,0,0.00,0.00,,10,10.00,,,,,06/13/2026,,6622.20,,,,,,,,15,,1,,16.30,,,,,,,,No,Coming Due,,05/08/2026,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,25 25-413,Airframe,6605.90,,22168,,INSPECTION,,,,STEP BAR PROTECTION - EXAMINE TEFLON PROTECTIONS FOR CONDITION,,,,,,,,,,,,,,,50.00,,,,,,,,,,1,,,6622.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,25 25-413,Airframe,6605.90,,22168,,INSPECTION,,,,STEP BAR PROTECTION - EXAMINE TEFLON PROTECTIONS FOR CONDITION,,,,,,,,,,,,,,,50.00,,,,,,,,,,2,,,6672.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,25 25-413,Airframe,6605.90,,22168,,INSPECTION,,,,STEP BAR PROTECTION - EXAMINE TEFLON PROTECTIONS FOR CONDITION,,,,,,,,,,,,,60,,,,,,,,,,,,3,06/13/2026,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,25 25-413,Airframe,6605.90,,22168,,INSPECTION,,,,STEP BAR PROTECTION - EXAMINE TEFLON PROTECTIONS FOR CONDITION,,,,,,,,,,,,,,,50.00,,,,,,,,,,4,,,6722.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,25 44,Airframe,6605.90,,22168,,INSPECTION,,,,"HOIST MOUNT, FITTINGS AND ADJACENT FUSELAGE AREA - EXAMINE FOR CONDITION, DAMAGE AND SECURITY",,,,,,,"C/W HOIST MOUNT, FITTINGS AND ADJACENT FUSELAGE AREA - EXAMINE FOR CONDITION, DAMAGE AND SECURITY ref AW109SP AMP CH25-44, No defects noted.
Hoist 3HRL4ASSY44316 SN 00336 Removed at AF TT 669.0
TSI 383.5  Hoist Counter: 3.1  Remaining at Removal: DUE",04/14/2026,6572.20,22045,,,60,0,50.00,0,0.00,0.00,,10,10.00,,,,,06/13/2026,,6622.20,,,,,,,,15,,1,,16.30,,,,,,,,No,Coming Due,,05/08/2026,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,25 44,Airframe,6605.90,,22168,,INSPECTION,,,,"HOIST MOUNT, FITTINGS AND ADJACENT FUSELAGE AREA - EXAMINE FOR CONDITION, DAMAGE AND SECURITY",,,,,,,,,,,,,,,50.00,,,,,,,,,,1,,,6622.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,25 44,Airframe,6605.90,,22168,,INSPECTION,,,,"HOIST MOUNT, FITTINGS AND ADJACENT FUSELAGE AREA - EXAMINE FOR CONDITION, DAMAGE AND SECURITY",,,,,,,,,,,,,,,50.00,,,,,,,,,,2,,,6672.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,25 44,Airframe,6605.90,,22168,,INSPECTION,,,,"HOIST MOUNT, FITTINGS AND ADJACENT FUSELAGE AREA - EXAMINE FOR CONDITION, DAMAGE AND SECURITY",,,,,,,,,,,,,60,,,,,,,,,,,,3,06/13/2026,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,25 44,Airframe,6605.90,,22168,,INSPECTION,,,,"HOIST MOUNT, FITTINGS AND ADJACENT FUSELAGE AREA - EXAMINE FOR CONDITION, DAMAGE AND SECURITY",,,,,,,,,,,,,,,50.00,,,,,,,,,,4,,,6722.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
