COMPLIANCE DATE,REGISTRATION,TRACKED BY,MODEL,SERIAL NUMBER,TASK DESCRIPTION,ATA CODE,MFG.CODE,ITEM NUMBER,PART NUMBER REMOVED,SERIAL NUMBER REMOVED,REMOVAL REASON,ACCUMULATED MONTHS,ACCUMULATED HOURS,ACCUMULATED LANDINGS,ACCUMULATED CYCLES,PART NUMBER INSTALLED,SERIAL NUMBER INSTALLED,INSTALLED STATUS,MSN AT INSTALL,TSN AT INSTALL,LSN AT INSTALL,CSN AT INSTALL,MSO AT INSTALL,TSO AT INSTALL,LSO AT INSTALL,CSO AT INSTALL
,N531HC,Airframe,AGUSTA A109SP,22366,VOR 2 RECEIVER,34,5011,823,,,,,,,,PN,SN UNKNOWN,,0,0.00,0,0.00,0,0.00,0,0.00
06/27/2022,N281HC,Airframe,AGUSTA A109SP,22310,RII      ENVIROMENTAL ASSY,21,2001,1287,5833C000-005,SN UNKNOWN,[C] Convenience,103,4732.10,16227,,No Part Installed,,,,,,,,,,
11/01/2013,N281HC,Airframe,AGUSTA A109SP,22310,ENVIROMENTAL ASSY,21,2001,1287,5833C000-005,unk,,,,,,5833C000-005,SN UNKNOWN,,,,,0.00,,,,0.00
06/27/2022,N291HC,Airframe,A109SP,22313,RII      ENVIRONMENTAL CONTROL SYSTEM COOLING TURBINE-OVERHAUL [21-02],21,CO21-02,62,1538D000-003,1772,[C] Convenience,4,224.60,817,,1538D000-003,2031,[S] Serviceable,0,0.00,0,,0,0.00,0,
02/02/2022,N291HC,Airframe,AGUSTA A109SP,22313,RII      ENVIRONMENTAL CONTROL SYSTEM COOLING TURBINE-OVERHAUL [21-02],21,CO21-02,62,No Part Removed,,,,,,,1538D000-003,1772,[S] Serviceable,,,,,,4697.40,,
02/02/2022,N291HC,Airframe,AGUSTA A109SP,22313,RII      ENVIRONMENTAL CONTROL SYSTEM COOLING TURBINE-OVERHAUL [21-02],21,CO21-02,62,1538D000-002,1898,[F] Failed,76,3431.80,12122,,No Part Installed,,,,,,,,,,
09/11/2015,N291HC,Airframe,AGUSTA A109SP,22313,ENVIRONMENTAL CONTROL SYSTEM COOLING TURBINE-OVERHAUL [21-02],21,CO21-02,62,1538D000-002,1840,[F] Failed,25,414.90,1297,,1538D000-002,1898,[N] New,,,,,,0.00,,
07/12/2013,N291HC,Airframe,AGUSTA A109SP,22313,ENVIRONMENTAL CONTROL SYSTEM COOLING TURBINE-OVERHAUL [21-02],21,CO21-02,62,,,,,,,,1538D000-002,1841,,0,0.00,0,0.00,0,0.00,0,0.00
06/26/2022,N291HC,Airframe,A109SP,22313,RII      BLADE 1 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.1,418,709-0104-01-111,V280,[NS] Not Specified,65,3058.20,10540,,709-0104-01-111,V669,[S] Serviceable,111,4732.10,16227,,0,0.00,0,
01/13/2017,N291HC,Airframe,AGUSTA A109SP,22313,BLADE 1 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.1,418,709-0104-01-111,V809,[N] Other ( See Notes ),7,318.80,1415,,709-0104-01-111,V280,[I] Inspected,,2305.20,,,,0.00,,
05/31/2016,N291HC,Airframe,AGUSTA A109SP,22313,BLADE 1 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.1,418,709-0104-01-111,Q757,[N] Other ( See Notes ),1,61.40,255,,709-0104-01-111,V809,[R] Repaired,,631.90,,,,,,
04/18/2016,N291HC,Airframe,AGUSTA A109SP,22313,BLADE 1 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.1,418,709-0104-01-111,V809,[U] Unscheduled,33,631.90,2022,,709-0104-01-111,Q757,[R] Repaired,,1039.30,,,,,,
07/12/2013,N291HC,Airframe,AGUSTA A109SP,22313,BLADE 1 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.1,418,,,,,,,,709-0104-01-111,V809,,0,0.00,0,0.00,0,0.00,0,0.00
06/26/2022,N291HC,Airframe,A109SP,22313,RII      BLADE 2 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.2,419,709-0104-01-111,1134,[NS] Not Specified,65,3058.20,10540,,709-0104-01-111,R2213,[S] Serviceable,14,4542.90,,,14,808.10,,
01/13/2017,N291HC,Airframe,AGUSTA A109SP,22313,BLADE 2 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.2,419,709-0104-01-111,V922,[N] Other ( See Notes ),34,1003.50,3676,,709-0104-01-111,1134,[I] Inspected,,561.00,,,,0.00,,
03/10/2014,N291HC,Airframe,AGUSTA A109SP,22313,BLADE 2 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.2,419,709-0104-01-111,V798,[NS] Not Specified,7,8.60,16,,709-0104-01-111,V922,[N] New,,,,,,,,
07/12/2013,N291HC,Airframe,AGUSTA A109SP,22313,BLADE 2 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.2,419,,,,,,,,709-0104-01-111,V798,,-4,0.00,0,0.00,0,0.00,0,0.00
06/26/2022,N291HC,Airframe,A109SP,22313,RII      BLADE 4 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.4,421,709-0104-01-111,V820,[NS] Not Specified,107,4070.30,14232,,709-0104-01-111,V786,[S] Serviceable,111,4732.10,16227,,0,0.00,0,
07/12/2013,N291HC,Airframe,AGUSTA A109SP,22313,BLADE 4 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.4,421,,,,,,,,709-0104-01-111,V820,,0,0.00,0,0.00,0,0.00,0,0.00
06/24/2022,N281HC,Airframe,A109SP,22310,RII      ELASTOMERIC BEARING 1 - MAIN ROTOR ASSEMBLY - RETIREMENT,62,RL62-02.1,422,109-0111-04-101,3149,[W] Worn To Limits,9,510.00,1658,,109-0111-04-101,3167,[N] New,0,0.00,1,,,0.00,,
09/23/2021,N281HC,Airframe,AGUSTA A109SP,22310,RII      ELASTOMERIC BEARING 1 - MAIN ROTOR ASSEMBLY - RETIREMENT,62,RL62-02.1,422,109-0111-04-101,LK3859,[W] Worn To Limits,94,4222.10,14569,,109-0111-04-101,3149,[N] New,,,0,,,,,
11/01/2013,N281HC,Airframe,AGUSTA A109SP,22310,ELASTOMERIC BEARING 1 - MAIN ROTOR ASSEMBLY - RETIREMENT,62,RL62-02.1,422,,,,,,,,109-0111-04-101,LK3859,,0,0.00,0,0.00,0,0.00,0,0.00
05/28/2022,N271HC,Airframe,AGUSTA A109SP,22250,IDU-450 NVG - #2,34,4012.2,322,42-024001-0001,66-005470,[F] Failed,7,449.60,1688,,42-024001-0001,66-001696,[R] Repaired,,,,,,,,
10/15/2021,N271HC,Airframe,AGUSTA A109SP,22250,IDU-450 NVG - #2,34,4012.2,322,42-024001-0001,66-001131,[F] Failed,9,582.20,2465,,42-024001-0001,66-005470,[R] Repaired,,,,,,,,
12/24/2020,N271HC,Airframe,AGUSTA A109SP,22250,IDU-450 NVG - #2,34,4012.2,322,42-024001-0001,66-001691,[U] Unscheduled,0,7.90,53,,42-024001-0001,66-001131,[S] Serviceable,,,,,,,,
12/16/2020,N271HC,Airframe,AGUSTA A109SP,22250,IDU-450 NVG - #2,34,4012.2,322,42-024001-0001,66-005534,[C] Convenience,104,4114.50,11492,,42-024001-0001,66-001691,[S] Serviceable,,,,,,,,
04/03/2012,N271HC,Airframe,AGUSTA A109SP,22250,IDU-450 NVG - #2,34,4012.2,322,,,,,,,,42-024001-0001,66-005534,,0,0.00,0,0.00,0,0.00,0,0.00
05/28/2022,N281HC,Airframe,A109SP,22310,RII      ENGINE FIRE EXTINGUISHER LH,26,2102.1,137,27300-1,1497,[S] Scheduled,55,2916.10,9856,,27300-1,1766,[O] Overhauled,,1619.80,,,,0.00,,
10/05/2017,N281HC,Airframe,AGUSTA A109SP,22310,ENGINE FIRE EXTINGUISHER LH,26,2102.1,137,27300-1,2191,[C] Convenience,47,1784.40,6278,,27300-1,1497,[I] Inspected,,,,,,,,
11/01/2013,N281HC,Airframe,AGUSTA A109SP,22310,ENGINE FIRE EXTINGUISHER LH,26,2102.1,137,,,,,,,,27300-1,2191,,0,0.00,0,0.00,0,0.00,0,0.00
05/28/2022,N281HC,Airframe,A109SP,22310,RII      FIRE EXTINGUISHING CARTRIDGES - DISCARD [26-02] - #1,26,DT26-02.1,156,30600-22,AEM0283,[S] Scheduled,55,2916.10,9856,,30600-22,LOT 120,[N] New,,,,,,,,
10/05/2017,N281HC,Airframe,AGUSTA A109SP,22310,FIRE EXTINGUISHING CARTRIDGES - DISCARD [26-02] - #1,26,DT26-02.1,156,30600-22,MFD 08/12,[C] Convenience,47,1784.40,6278,,30600-22,AEM0283,[I] Inspected,,,,,,,,
11/01/2013,N281HC,Airframe,AGUSTA A109SP,22310,FIRE EXTINGUISHING CARTRIDGES - DISCARD [26-02] - #1,26,DT26-02.1,156,,,,,,,,30600-22,MFD 08/12,,0,0.00,0,0.00,0,0.00,0,0.00
05/28/2022,N281HC,Airframe,A109SP,22310,RII      FIRE EXTINGUISHING CARTRIDGES - DISCARD [26-02] - #2,26,DT26-02.2,157,30600-22,AEM0284,[S] Scheduled,55,2916.10,9856,,30600-22,LOT#120,[N] New,,,,,,,,
10/05/2017,N281HC,Airframe,AGUSTA A109SP,22310,FIRE EXTINGUISHING CARTRIDGES - DISCARD [26-02] - #2,26,DT26-02.2,157,30600-22,MFD 08/12,[C] Convenience,47,1784.40,6278,,30600-22,AEM0284,[I] Inspected,,,,,,,,
11/01/2013,N281HC,Airframe,AGUSTA A109SP,22310,FIRE EXTINGUISHING CARTRIDGES - DISCARD [26-02] - #2,26,DT26-02.2,157,,,,,,,,30600-22,MFD 08/12,,0,0.00,0,0.00,0,0.00,0,0.00
05/20/2022,N431HC,Airframe,A109SP,22404,(RII) ENGINE FIRE EXTINGUISHER LH,26,2102.1,726,No Part Removed,,,,,,,27300-1,3050,[O] Overhauled,0,218.50,564,,0,0.00,0,
05/20/2022,N431HC,Airframe,AGUSTA A109SP,22404,(RII) ENGINE FIRE EXTINGUISHER LH,26,2102.1,726,27300-1,2863,[N] Other ( See Notes ),30,,,,No Part Installed,,,,,,,,,,
11/05/2019,N431HC,Airframe,AGUSTA A109SP,22404,ENGINE FIRE EXTINGUISHER LH,26,2102.1,726,,,,,,,,27300-1,2863,,0,0.00,0,0.00,0,0.00,0,0.00
05/19/2022,N431HC,Airframe,AGUSTA A109SP,22404,(RII) FIRE EXTINGUISHING CARTRIDGES - DISCARD [26-02] - #1,26,DT26-02.1,387,30600-22,LOT115 01/19,[C] Convenience,33,,,,No Part Installed,,,,,,,,,,
08/01/2019,N431HC,Airframe,AGUSTA A109SP,22404,FIRE EXTINGUISHING CARTRIDGES - DISCARD [26-02] - #1,26,DT26-02.1,387,,,,,,,,30600-22,SN UNKNOWN,,0,0.00,0,0.00,0,0.00,0,0.00
05/19/2022,N431HC,Airframe,AGUSTA A109SP,22404,(RII) FIRE EXTINGUISHING CARTRIDGES - DISCARD [26-02] - #2,26,DT26-02.2,463,30600-22,LOT115 1/19,[C] Convenience,33,,,,No Part Installed,,,,,,,,,,
08/01/2019,N431HC,Airframe,AGUSTA A109SP,22404,FIRE EXTINGUISHING CARTRIDGES - DISCARD [26-02] - #2,26,DT26-02.2,463,,,,,,,,30600-22,SN UNKNOWN,,0,0.00,0,0.00,0,0.00,0,0.00
05/18/2022,N271HC,Airframe,AGUSTA A109SP,22250,ELECTRICAL STAND-BY INSTRUMENT SYSTEM (ESIS),34,1221,291,501-1860-0603,4386,[N] Other ( See Notes ),20,1178.80,4837,,501-1860-0603,4117,[OT] Other (See Notes),,,,,,,,
09/02/2020,N271HC,Airframe,AGUSTA A109SP,22250,ELECTRICAL STAND-BY INSTRUMENT SYSTEM (ESIS),34,1221,291,501-1860-0603,4386,[F] Failed,27,966.00,3769,,501-1860-0603,4386,[S] Serviceable,,,,,,,,
05/12/2018,N271HC,Airframe,AGUSTA A109SP,22250,ELECTRICAL STAND-BY INSTRUMENT SYSTEM (ESIS),34,1221,291,501-1860-0603,3348,[F] Failed,1,40.10,93,,501-1860-0603,4386,[I] Inspected,,,,,,,,
03/19/2018,N271HC,Airframe,AGUSTA A109SP,22250,ELECTRICAL STAND-BY INSTRUMENT SYSTEM (ESIS),34,1221,291,501-1860-0203,4681,[N] Other ( See Notes ),1,64.00,490,,501-1860-0603,3348,[R] Repaired,,,,,,,,
02/10/2018,N271HC,Airframe,AGUSTA A109SP,22250,ELECTRICAL STAND-BY INSTRUMENT SYSTEM (ESIS),34,1221,291,501-1860-0603,0978,[F] Failed,0,33.40,0,,501-1860-0603,4681,[S] Serviceable,,,,,,,,
01/22/2018,N271HC,Airframe,AGUSTA A109SP,22250,ELECTRICAL STAND-BY INSTRUMENT SYSTEM (ESIS),34,1221,291,501-1860-0603,4552,[N] Other ( See Notes ),17,780.40,3266,,501-1860-0603,0978,[R] Repaired,,,,,,,,
07/26/2016,N271HC,Airframe,AGUSTA A109SP,22250,ELECTRICAL STAND-BY INSTRUMENT SYSTEM (ESIS),34,1221,291,501-1860-0201,2326,[N] Other ( See Notes ),55,2081.30,7189,,501-1860-0201,3331,[S] Serviceable,,,,,,,,
12/12/2011,N271HC,Airframe,AGUSTA A109SP,22250,ELECTRICAL STAND-BY INSTRUMENT SYSTEM (ESIS),34,1221,291,,,,0,0,,,501-1860-0201,2326,,0,0.00,0,0.00,0,0.00,0,0.00
,N271HC,Airframe,AGUSTA A109SP,22250,ELECTRICAL STAND-BY INSTRUMENT SYSTEM (ESIS),34,1221,291,501-1860-0601,3331,[F] Failed,,,,,501-1860-0603,4552,[S] Serviceable,,,,,,,,
05/10/2022,N261HC,Airframe,A109SP,22247,RII      ROCKER ARM ASSY - RETIREMENT,64,RL64-17,505,109-0130-60-109,MOR2969,[F] Failed,8,396.10,1029,,109-0130-60-109,MOR2475,[N] New,0,0.00,0,,,,,
08/25/2021,N261HC,Airframe,AGUSTA A109SP,22247,RII      ROCKER ARM ASSY - RETIREMENT,64,RL64-17,505,109-0130-60-109,MOR2941,[W] Worn To Limits,6,276.60,635,,109-0130-60-109,MOR2969,[N] New,,0.00,,,,,,
02/03/2021,N261HC,Airframe,AGUSTA A109SP,22247,ROCKER ARM ASSY - RETIREMENT,64,RL64-17,505,109-0130-60-109,MOR1885,OUTOFTOLERANCE,79,2681.60,,,109-0130-60-109,MOR2941,[N] New,0,0.00,0,,0,0.00,0,
06/30/2014,N261HC,Airframe,AGUSTA A109SP,22247,ROCKER ARM ASSY - RETIREMENT,64,RL64-17,505,109-0130-60-109,MOR 1405,[W] Worn To Limits,31,1184.80,,,109-0130-60-109,MOR1885,[N] New,,0.00,,,,,,
11/22/2011,N261HC,Airframe,AGUSTA A109SP,22247,ROCKER ARM ASSY - RETIREMENT,64,RL64-17,505,,,,,,,,109-0130-60-109,MOR 1405,,0,0.00,0,0.00,0,0.00,0,0.00
05/05/2022,N291HC,Airframe,AGUSTA A109SP,22313,RADIO TUNING #1 PLT,23,0011.1,1410,No Part Removed,,,,,,,597-2219-102,451,[R] Repaired,,,,,,,,
05/01/2022,N291HC,Airframe,AGUSTA A109SP,22313,RADIO TUNING #1 PLT,23,0011.1,1410,597-2219-102,535,CANNING,0,0.00,0,,No Part Installed,,,,,,,,,,
05/01/2022,N291HC,Airframe,AGUSTA A109SP,22313,RADIO TUNING #1 PLT,23,0011.1,1410,,,,,,,,597-2219-102,535,,,,,0.00,,,,0.00
05/01/2022,N431HC,Airframe,AGUSTA A109SP,22404,RADIO TUNING #2,23,0011.2,309,597-2219-102,752,[F] Failed,29,,100,,597-2219-102,535,[S] Serviceable,,,,,,,,
11/05/2019,N431HC,Airframe,AGUSTA A109SP,22404,RADIO TUNING #2,23,0011.2,309,,,,,,,,597-2219-102,752,,0,0.00,0,0.00,0,0.00,0,0.00
04/25/2022,N531HC,Airframe,A109SP,22366,RII      TORQUE TUBE CLAMP ASSEMBLY RIGHT - RETIREMENT,55,RL55-03.2,674,,,,,,,,109-0210-03-101,PZ628,[N] New,0,0.00,0,0.00,,,,
04/23/2022,N251HC,Airframe,A109SP,22221,RII             FUEL PUMP ASSY R/H,28,2025.2,171,109-0611-53-103,5BF59,[F] Failed,137,4512.10,12279,,109-0611-53-103,12BB201,[O] Overhauled,,,,,,,,
11/16/2010,N251HC,Airframe,AGUSTA A109SP,22221,FUEL PUMP ASSY R/H,28,2025.2,171,,,,,,,,109-0611-53-103,,,0,0.00,0,0.00,0,0.00,0,0.00
04/13/2022,N431HC,Airframe,A109SP,22404,(RII) RIGHT OIL COOLER FAN,63,1100.2,321,No Part Removed,,,,,,,109-0455-01-101,104700413,[R] Repaired,,,,,,,,
04/08/2022,N431HC,Airframe,AGUSTA A109SP,22404,(RII) RIGHT OIL COOLER FAN,63,1100.2,321,109-0455-01-101,104702761,[N] Other ( See Notes ),29,,65,,No Part Installed,,,,,,,,,,
11/05/2019,N431HC,Airframe,AGUSTA A109SP,22404,RIGHT OIL COOLER BLOWER,79,1100.2,321,,,,,,,,109-0455-01-101,104702761,,0,0.00,0,0.00,0,0.00,0,0.00
04/08/2022,N271HC,Airframe,A109SP,22250,"RIGHT OIL COOLER BLOWER
   RII",79,1100.2,661,109-0455-01-101,104700910,[F] Failed,46,2071.50,8304,,109-0455-01-101,104702760,[S] Serviceable,29,37.70,65,,29,,65,
05/11/2018,N271HC,Airframe,AGUSTA A109SP,22250,RIGHT OIL COOLER BLOWER,79,1100.2,661,109-0455-01-101,104700947,LOOSE,63,2603.80,9863,,109-0455-01-101,104700910,[R] Repaired,,,,,,,,
02/05/2013,N271HC,Airframe,AGUSTA A109SP,22250,RIGHT OIL COOLER BLOWER,79,1100.2,661,,,,,,,,109-0455-01-101,104700488,,0,0.00,0,0.00,0,0.00,-2,0.00
04/08/2022,N431HC,Airframe,A109SP,22404,(RII) LEFT OIL COOLER FAN,63,1100.1,400,No Part Removed,,,,,,,109-0455-01-101,104702761,[S] Serviceable,29,,65,,29,,65,
04/08/2022,N431HC,Airframe,AGUSTA A109SP,22404,(RII) LEFT OIL COOLER FAN,63,1100.1,400,109-0455-01-101,104702760,[C] Convenience,29,,65,,No Part Installed,,,,,,,,,,
11/05/2019,N431HC,Airframe,AGUSTA A109SP,22404,LEFT OIL COOLER BLOWER,79,1100.1,400,,,,,,,,109-0455-01-101,104702760,,0,0.00,0,0.00,0,0.00,0,0.00
04/04/2022,N431HC,Airframe,A109SP,22404,(RII) HYDRAULIC PRESSURE TRANSMITTER SYSTEM #3,29,3010.3,749,No Part Removed,,,,,,,109-0729-24-129,AGAH4836,[N] New,0,0.00,0,,,,,
03/31/2022,N431HC,Airframe,AGUSTA A109SP,22404,(RII) HYDRAULIC PRESSURE TRANSMITTER SYSTEM #3,29,3010.3,749,109-0729-24-129,AGAH4178,CANNING,28,,65,,No Part Installed,,,,,,,,,,
11/05/2019,N431HC,Airframe,AGUSTA A109SP,22404,HYDRAULIC PRESSURE TRANSMITTER SYSTEM #3,29,3010.3,749,,,,,,,,109-0729-24-129,AGAH4178,,0,0.00,0,0.00,0,0.00,0,0.00
03/10/2022,N531HC,Airframe,A109SP,22366,RII      LOWER FIXED HALF-SCISSOR - RETIREMENT,62,RL62-13,397,,,,,,,,109-0110-60-1,MCR01491,[N] New,,0.00,0,0.00,,,,
03/09/2022,N531HC,Airframe,A109SP,22366,RII      LEFT ELEVATOR - RETIREMENT,55,RL55-01,731,,,,,,,,109-0200-02-807,PZL007,[N] New,,0.00,0,0.00,,,,
03/09/2022,N531HC,Airframe,A109SP,22366,RII      TORQUE TUBE CLAMP ASSEMBLY LEFT - RETIREMENT,55,RL55-03.1,440,,,,,,,,109-0210-03-101,PZ564,[N] New,,0.00,0,0.00,,,,0.00
03/09/2022,N531HC,Airframe,A109SP,22366,RII      STATIONARY SCISSOR SLEEVE 1 - RETIREMENT,62,RL62-08.1,795,,,,,,,,109-0110-21-103,MCR03122,[N] New,,0.00,0,0.00,,,,
03/09/2022,N531HC,Airframe,A109SP,22366,RII      UPPER FIXED HALF-SCISSOR - RETIREMENT,62,RL62-11,158,,,,,,,,109-0110-54-111,MCR01696,[N] New,,0.00,0,0.00,,,,
03/09/2022,N531HC,Airframe,A109SP,22366,RII      RETENTION STRAP ASSEMBLY 1 - RETIREMENT,64,RL64-06.1,554,,,,,,,,109-8131-07-1,AW111918,[N] New,0,0.00,0,0.00,,,,
03/09/2022,N531HC,Airframe,A109SP,22366,RII      RETENTION STRAP ASSEMBLY 2 - RETIREMENT,64,RL64-06.2,509,,,,,,,,109-8131-07-1,AW111911,[N] New,,0.00,0,0.00,,,,
03/09/2022,N531HC,Airframe,A109SP,22366,RII      RETENTION STRAP BOLT 2 - RETIREMENT,64,RL64-08.2,872,,,,,,,,709-0160-47-101,AW3033,[N] New,,0.00,0,0.00,,,,
03/09/2022,N531HC,Airframe,AGUSTA A109SP,22366,RII      MAIN ROTOR SERVO ACTUATOR - RETIREMENT - #2,67,RL67-01.2,258,,,,,,,,109-0110-42-145,6342,[R] Repaired,,2059.10,,0.00,,729.70,,
03/09/2022,N531HC,Airframe,AGUSTA A109SP,22366,RII      MAIN ROTOR SERVO ACTUATOR - RETIREMENT - #3,67,RL67-01.3,528,,,,,,,,109-0110-42-146,8248,[O] Overhauled,,1798.70,,0.00,,0.00,,
03/07/2022,N631HC,Airframe,A109SP,22349,(RII) RETENTION STRAP BOLT 1 - RETIREMENT,64,RL64-08.1,2027,,,,,,,,709-0160-47-101,AW3737,,,0.00,0,,,,,
03/07/2022,N631HC,Airframe,A109SP,22349,RII      RETENTION STRAP BOLT 2 - RETIREMENT,64,RL64-08.2,2059,,,,,,,,709-0160-47-101,Aw3738,,,0.00,0,,,,,
03/07/2022,N631HC,Airframe,A109SP,22349,STARTER GENERATOR #1,24,CO24-01.1,1965,,,,,,,,200SGL147Q-3-1,S00092XL2,[O] Overhauled,,,,,,0.00,,
03/07/2022,N631HC,Airframe,A109SP,22349,STARTER GENERATOR #2,24,CO24-01.2,1968,,,,,,,,200SGL147Q-3-1,S00277XL2,[O] Overhauled,,,,,,0.00,,
03/07/2022,N631HC,Engine 1,PW207C,BH-0777,(RII) NO. 1 ENGINE - FUEL NOZZLES CLEAN & FUNCTIONAL CHECK,73,0007,639,,,,,,,,NA,NAA,[N] New,,0.00,,,,,,
03/07/2022,N631HC,Engine 2,PW207C,BH-0780,(RII) NO. 2 ENGINE - FUEL NOZZLES CLEAN & FUNCTIONAL CHECK,73,0007,630,Kit 06,TEMPLATE,[S] Scheduled,0,0,,,N/D,N/D,[I] Inspected,,,,,,,,
,N631HC,Engine 2,PW207C,BH-0780,(RII) NO. 2 ENGINE - FUEL NOZZLES CLEAN & FUNCTIONAL CHECK,73,0007,630,,,,,,,,Kit 06,TEMPLATE,,,,,,,,,
02/19/2022,N251HC,Airframe,A109SP,22221,RII             LEFT MLG BRAKE,32,4010.1,242,109-500-14-102,,LEAKING,135,4452.50,12127,,109-0500-14-102,2409,[R] Repaired,,,,,,,,
11/16/2010,N251HC,Airframe,AGUSTA A109SP,22221,LEFT MLG BRAKE,32,4010.1,242,,,,,,,,109-500-14-102,,,0,0.00,0,0.00,0,0.00,0,0.00
02/17/2022,N251HC,Airframe,A109SP,22221,RII             BLADE 1 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.1,414,No Part Removed,,,,,,,709-0104-01-111,AW2028,[S] Serviceable,6,248.20,730,,0,0.00,0,
01/17/2022,N251HC,Airframe,AGUSTA A109SP,22221,RII             BLADE 1 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.1,414,709-0104-01-111,AW2028,[C] Convenience,5,248.20,730,,No Part Installed,,,,,,,,,,
07/27/2021,N251HC,Airframe,AGUSTA A109SP,22221,BLADE 1 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.1,414,709-0104-01-111,R2159,[N] Other ( See Notes ),128,4204.00,11396,,709-0104-01-111,AW2028,[N] New,,0.00,,,,,,
11/16/2010,N251HC,Airframe,AGUSTA A109SP,22221,BLADE 1 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.1,414,,,,,,,,709-0104-01-111,R2159,,0,0.00,0,0.00,0,0.00,0,0.00
02/17/2022,N251HC,Airframe,A109SP,22221,RII             BLADE 2 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.2,415,No Part Removed,,,,,,,709-0104-01-111,V726,[S] Serviceable,97,3924.00,13611,,0,0.00,0,
01/17/2022,N251HC,Airframe,AGUSTA A109SP,22221,RII             BLADE 2 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.2,415,709-0104-01-111,V726,[C] Convenience,8,358.00,1068,,No Part Installed,,,,,,,,,,
04/23/2021,N251HC,Airframe,AGUSTA A109SP,22221,BLADE 2 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.2,415,709-0104-01-111,R2203,[N] Other ( See Notes ),125,4094.20,11058,,709-0104-01-111,V726,[S] Serviceable,,3924.00,,,,0.00,,
11/16/2010,N251HC,Airframe,AGUSTA A109SP,22221,BLADE 2 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.2,415,,,,,,,,709-0104-01-111,R2203,,0,0.00,0,0.00,0,0.00,0,0.00
02/17/2022,N251HC,Airframe,A109SP,22221,RII             BLADE 3 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.3,416,No Part Removed,,,,,,,709-0104-01-111,1486,[S] Serviceable,54,2062.80,5369,,0,0.00,0,
01/17/2022,N251HC,Airframe,AGUSTA A109SP,22221,RII             BLADE 3 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.3,416,709-0104-01-111,1486,[C] Convenience,53,1974.00,5369,,No Part Installed,,,,,,,,,,
07/20/2017,N251HC,Airframe,AGUSTA A109SP,22221,BLADE 3 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.3,416,709-0104-01-111,R2228,[N] Other ( See Notes ),80,2478.20,6757,,709-0104-01-111,1486,[S] Serviceable,,88.80,,,,,,
11/16/2010,N251HC,Airframe,AGUSTA A109SP,22221,BLADE 3 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.3,416,,,,,,,,709-0104-01-111,R2228,,0,0.00,0,0.00,0,0.00,0,0.00
02/17/2022,N251HC,Airframe,A109SP,22221,RII             BLADE 4 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.4,417,No Part Removed,,,,,,,709-0104-01-111,AW1714,[S] Serviceable,37,1426.40,8523,,0,0.00,0,
01/17/2022,N251HC,Airframe,AGUSTA A109SP,22221,RII             BLADE 4 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.4,417,709-0104-01-111,AW1714,[C] Convenience,20,819.80,2317,,No Part Installed,,,,,,,,,,
04/20/2020,N251HC,Airframe,AGUSTA A109SP,22221,BLADE 4 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.4,417,709-0104-01-111,R2241,CRACKED,113,3632.40,9809,,709-0104-01-111,AW1714,[R] Repaired,,606.60,,,,,,
11/16/2010,N251HC,Airframe,AGUSTA A109SP,22221,BLADE 4 (COMPOSITE MATERIAL) - RETIREMENT,62,RL62-01.4,417,,,,,,,,709-0104-01-111,R2241,,0,0.00,0,0.00,0,0.00,0,0.00
02/16/2022,N251HC,Airframe,A109SP,22221,COCKPIT PORTABLE FIRE EXTINGUISHER,26,01.1,749,No Part Removed,,,,,,,AW003ZE02,06-2021/03137,[N] New,0,0.00,0,,,,,
02/04/2022,N251HC,Airframe,AGUSTA A109SP,22221,COCKPIT PORTABLE FIRE EXTINGUISHER,26,01.1,749,AW003ZE02,02194,CANNING,24,920.20,2592,,No Part Installed,,,,,,,,,,
